Id,ActivityDay,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
1503960366,13/04/2016,10735,7.0,7.0,0.0,1.6,0.7,4.7,0.0,21,19,217,776,1797,1797,776,217,19,21,0.0,4.7,0.7,1.6,10735,13/04/2016,2,384,407
1503960366,15/04/2016,9762,6.3,6.3,0.0,2.1,1.3,2.8,0.0,29,34,209,726,1745,1745,726,209,34,29,0.0,2.8,1.3,2.1,9762,15/04/2016,1,412,442
1503960366,16/04/2016,12669,8.2,8.2,0.0,2.7,0.4,5.0,0.0,36,10,221,773,1863,1863,773,221,10,36,0.0,5.0,0.4,2.7,12669,16/04/2016,2,340,367
1503960366,17/04/2016,9705,6.5,6.5,0.0,3.2,0.8,2.5,0.0,38,20,164,539,1728,1728,539,164,20,38,0.0,2.5,0.8,3.2,9705,17/04/2016,1,700,712
1503960366,19/04/2016,15506,9.9,9.9,0.0,3.5,1.3,5.0,0.0,50,31,264,775,2035,2035,775,264,31,50,0.0,5.0,1.3,3.5,15506,19/04/2016,1,304,320
1503960366,20/04/2016,10544,6.7,6.7,0.0,2.0,0.5,4.2,0.0,28,12,205,818,1786,1786,818,205,12,28,0.0,4.2,0.5,2.0,10544,20/04/2016,1,360,377
1503960366,21/04/2016,9819,6.3,6.3,0.0,1.3,0.3,4.7,0.0,19,8,211,838,1775,1775,838,211,8,19,0.0,4.7,0.3,1.3,9819,21/04/2016,1,325,364
1503960366,23/04/2016,14371,9.0,9.0,0.0,2.8,0.9,5.4,0.0,41,21,262,732,1949,1949,732,262,21,41,0.0,5.4,0.9,2.8,14371,23/04/2016,1,361,384
1503960366,24/04/2016,10039,6.4,6.4,0.0,2.9,0.2,3.3,0.0,39,5,238,709,1788,1788,709,238,5,39,0.0,3.3,0.2,2.9,10039,24/04/2016,1,430,449
1503960366,25/04/2016,15355,9.8,9.8,0.0,5.3,0.6,3.9,0.0,73,14,216,814,2013,2013,814,216,14,73,0.0,3.9,0.6,5.3,15355,25/04/2016,1,277,323
1503960366,26/04/2016,13755,8.8,8.8,0.0,2.3,0.9,5.5,0.0,31,23,279,833,1970,1970,833,279,23,31,0.0,5.5,0.9,2.3,13755,26/04/2016,1,245,274
1503960366,28/04/2016,13154,8.5,8.5,0.0,3.5,1.2,3.8,0.0,48,28,189,782,1898,1898,782,189,28,48,0.0,3.8,1.2,3.5,13154,28/04/2016,1,366,393
1503960366,29/04/2016,11181,7.2,7.2,0.0,1.1,0.5,5.6,0.0,16,12,243,815,1837,1837,815,243,12,16,0.0,5.6,0.5,1.1,11181,29/04/2016,1,341,354
1503960366,30/04/2016,14673,9.3,9.3,0.0,3.6,1.4,4.3,0.0,52,34,217,712,1947,1947,712,217,34,52,0.0,4.3,1.4,3.6,14673,30/04/2016,1,404,425
1503960366,05/05/2016,14070,8.9,8.9,0.0,2.9,1.1,4.9,0.0,45,24,250,857,1959,1959,857,250,24,45,0.0,4.9,1.1,2.9,14070,05/05/2016,1,247,264
1644430081,29/04/2016,3176,2.3,2.3,0.0,0.0,0.0,2.3,0.0,0,0,120,1193,2498,2498,1193,120,0,0,0.0,2.3,0.0,0.0,3176,29/04/2016,1,119,127
1644430081,30/04/2016,18213,13.2,13.2,0.0,0.6,3.1,9.5,0.0,9,71,402,816,3846,3846,816,402,71,9,0.0,9.5,3.1,0.6,18213,30/04/2016,1,124,142
1844505072,15/04/2016,3844,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0,0,176,527,1725,1725,527,176,0,0,0.0,2.5,0.0,0.0,3844,15/04/2016,1,644,961
1844505072,30/04/2016,4014,2.7,2.7,0.0,0.0,0.0,2.7,0.0,0,0,184,218,1763,1763,218,184,0,0,0.0,2.7,0.0,0.0,4014,30/04/2016,1,722,961
1927972279,13/04/2016,356,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0,0,32,986,2151,2151,986,32,0,0,0.0,0.3,0.0,0.0,356,13/04/2016,1,398,422
1927972279,15/04/2016,980,0.7,0.7,0.0,0.0,0.0,0.7,0.0,0,0,51,941,2221,2221,941,51,0,0,0.0,0.7,0.0,0.0,980,15/04/2016,2,475,499
1927972279,26/04/2016,3761,2.6,2.6,0.0,0.0,0.0,2.6,0.0,0,0,192,1058,2638,2638,1058,192,0,0,0.0,2.6,0.0,0.0,3761,26/04/2016,1,296,315
1927972279,28/04/2016,1675,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0,0,95,1167,2351,2351,1167,95,0,0,0.0,1.2,0.0,0.0,1675,28/04/2016,1,166,178
2026352035,13/04/2016,4993,3.1,3.1,0.0,0.0,0.0,3.1,0.0,0,0,238,663,1521,1521,663,238,0,0,0.0,3.1,0.0,0.0,4993,13/04/2016,1,531,565
2026352035,14/04/2016,3335,2.1,2.1,0.0,0.0,0.0,2.0,0.0,0,0,197,653,1431,1431,653,197,0,0,0.0,2.0,0.0,0.0,3335,14/04/2016,1,545,568
2026352035,15/04/2016,3821,2.4,2.4,0.0,0.0,0.0,2.4,0.0,0,0,188,687,1444,1444,687,188,0,0,0.0,2.4,0.0,0.0,3821,15/04/2016,1,523,573
2026352035,16/04/2016,2547,1.6,1.6,0.0,0.0,0.0,1.6,0.0,0,0,150,728,1373,1373,728,150,0,0,0.0,1.6,0.0,0.0,2547,16/04/2016,1,524,567
2026352035,17/04/2016,838,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0,0,60,1053,1214,1214,1053,60,0,0,0.0,0.5,0.0,0.0,838,17/04/2016,1,437,498
2026352035,19/04/2016,2424,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,141,785,1356,1356,785,141,0,0,0.0,1.5,0.0,0.0,2424,19/04/2016,1,498,540
2026352035,20/04/2016,7222,4.5,4.5,0.0,0.0,0.0,4.5,0.0,0,0,327,623,1667,1667,623,327,0,0,0.0,4.5,0.0,0.0,7222,20/04/2016,1,461,510
2026352035,21/04/2016,2467,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,153,749,1370,1370,749,153,0,0,0.0,1.5,0.0,0.0,2467,21/04/2016,1,477,514
2026352035,22/04/2016,2915,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0,0,162,712,1399,1399,712,162,0,0,0.0,1.8,0.0,0.0,2915,22/04/2016,1,520,545
2026352035,23/04/2016,12357,7.7,7.7,0.0,0.0,0.0,7.7,0.0,0,0,432,458,1916,1916,458,432,0,0,0.0,7.7,0.0,0.0,12357,23/04/2016,1,522,554
2026352035,24/04/2016,3490,2.2,2.2,0.0,0.0,0.0,2.2,0.0,0,0,164,704,1401,1401,704,164,0,0,0.0,2.2,0.0,0.0,3490,24/04/2016,1,555,591
2026352035,25/04/2016,6017,3.7,3.7,0.0,0.0,0.0,3.7,0.0,0,0,260,821,1576,1576,821,260,0,0,0.0,3.7,0.0,0.0,6017,25/04/2016,1,506,531
2026352035,27/04/2016,6088,3.8,3.8,0.0,0.0,0.0,3.8,0.0,0,0,286,586,1593,1593,586,286,0,0,0.0,3.8,0.0,0.0,6088,27/04/2016,1,508,545
2026352035,28/04/2016,6375,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0,0,331,626,1649,1649,626,331,0,0,0.0,4.0,0.0,0.0,6375,28/04/2016,1,513,545
2026352035,29/04/2016,7604,4.7,4.7,0.0,0.0,0.0,4.7,0.0,0,0,352,492,1692,1692,492,352,0,0,0.0,4.7,0.0,0.0,7604,29/04/2016,1,490,510
2026352035,30/04/2016,4729,2.9,2.9,0.0,0.0,0.0,2.9,0.0,0,0,233,594,1506,1506,594,233,0,0,0.0,2.9,0.0,0.0,4729,30/04/2016,1,573,607
2026352035,05/05/2016,12167,7.5,7.5,0.0,0.0,0.0,7.5,0.0,0,0,475,479,1926,1926,479,475,0,0,0.0,7.5,0.0,0.0,12167,05/05/2016,1,468,485
2320127002,23/04/2016,5079,3.4,3.4,0.0,0.0,0.0,3.4,0.0,0,0,242,1129,1804,1804,1129,242,0,0,0.0,3.4,0.0,0.0,5079,23/04/2016,1,61,69
2347167796,13/04/2016,10352,7.0,7.0,0.0,1.7,1.9,3.4,0.0,19,32,195,676,2038,2038,676,195,32,19,0.0,3.4,1.9,1.7,10352,13/04/2016,1,467,531
2347167796,14/04/2016,10129,6.7,6.7,0.0,0.0,2.7,3.9,0.0,1,48,206,705,2010,2010,705,206,48,1,0.0,3.9,2.7,0.0,10129,14/04/2016,1,445,489
2347167796,15/04/2016,10465,6.9,6.9,0.0,0.1,1.4,5.4,0.0,1,24,284,720,2133,2133,720,284,24,1,0.0,5.4,1.4,0.1,10465,15/04/2016,1,452,504
2347167796,17/04/2016,5472,3.6,3.6,0.0,0.1,0.3,3.3,0.0,1,7,249,508,1882,1882,508,249,7,1,0.0,3.3,0.3,0.1,5472,17/04/2016,1,556,602
2347167796,18/04/2016,8247,5.4,5.4,0.0,0.8,0.9,3.8,0.0,11,16,206,678,1944,1944,678,206,16,11,0.0,3.8,0.9,0.8,8247,18/04/2016,1,500,557
2347167796,19/04/2016,6711,4.4,4.4,0.0,0.0,0.0,4.4,0.0,0,7,382,648,2346,2346,648,382,7,0,0.0,4.4,0.0,0.0,6711,19/04/2016,1,465,514
2347167796,21/04/2016,10080,6.8,6.8,0.0,1.9,1.5,3.4,0.0,23,26,208,761,2048,2048,761,208,26,23,0.0,3.4,1.5,1.9,10080,21/04/2016,1,460,484
2347167796,22/04/2016,7804,5.2,5.2,0.0,0.6,1.7,2.9,0.0,9,27,206,781,1946,1946,781,206,27,9,0.0,2.9,1.7,0.6,7804,22/04/2016,1,405,461
2347167796,23/04/2016,16901,11.4,11.4,0.0,2.8,1.5,7.2,0.0,32,35,360,591,2629,2629,591,360,35,32,0.0,7.2,1.5,2.8,16901,23/04/2016,1,374,386
2347167796,24/04/2016,9471,6.3,6.3,0.0,0.0,0.0,6.3,0.0,0,0,360,584,2187,2187,584,360,0,0,0.0,6.3,0.0,0.0,9471,24/04/2016,1,442,459
2347167796,25/04/2016,9482,6.4,6.4,0.0,1.3,0.5,4.6,0.0,15,11,277,653,2095,2095,653,277,11,15,0.0,4.6,0.5,1.3,9482,25/04/2016,1,433,471
2347167796,26/04/2016,5980,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0,0,227,732,1861,1861,732,227,0,0,0.0,4.0,0.0,0.0,5980,26/04/2016,1,436,490
2347167796,27/04/2016,11423,7.6,7.6,0.0,1.9,0.4,5.3,0.0,26,9,295,623,2194,2194,623,295,9,26,0.0,5.3,0.4,1.9,11423,27/04/2016,1,448,499
2347167796,28/04/2016,5439,3.6,3.6,0.0,0.0,0.0,3.6,0.0,0,0,229,764,1854,1854,764,229,0,0,0.0,3.6,0.0,0.0,5439,28/04/2016,1,408,450
2347167796,29/04/2016,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,2,403,403,2,4,0,0,0.0,0.0,0.0,0.0,42,29/04/2016,1,411,473
3977333714,13/04/2016,10035,6.7,6.7,0.0,2.0,2.1,2.5,0.0,31,46,153,754,1495,1495,754,153,46,31,0.0,2.5,2.1,2.0,10035,13/04/2016,2,295,456
3977333714,14/04/2016,7641,5.1,5.1,0.0,0.3,1.0,3.8,0.0,5,23,214,801,1433,1433,801,214,23,5,0.0,3.8,1.0,0.3,7641,14/04/2016,1,291,397
3977333714,15/04/2016,9010,6.1,6.1,0.0,1.0,1.8,3.3,0.0,15,42,183,644,1468,1468,644,183,42,15,0.0,3.3,1.8,1.0,9010,15/04/2016,1,424,556
3977333714,16/04/2016,13459,9.0,9.0,0.0,2.0,4.0,3.0,0.0,31,83,153,663,1625,1625,663,153,83,31,0.0,3.0,4.0,2.0,13459,16/04/2016,1,283,510
3977333714,17/04/2016,10415,7.0,7.0,0.0,0.7,2.3,3.9,0.0,11,58,205,600,1529,1529,600,205,58,11,0.0,3.9,2.3,0.7,10415,17/04/2016,1,381,566
3977333714,18/04/2016,11663,7.8,7.8,0.0,0.3,3.7,3.8,0.0,4,95,214,605,1584,1584,605,214,95,4,0.0,3.8,3.7,0.3,11663,18/04/2016,2,412,522
3977333714,19/04/2016,12414,8.8,8.8,0.0,2.2,2.5,4.0,0.0,19,67,221,738,1638,1638,738,221,67,19,0.0,4.0,2.5,2.2,12414,19/04/2016,1,219,395
3977333714,20/04/2016,11658,7.8,7.8,0.0,0.2,4.3,3.3,0.0,2,98,164,845,1554,1554,845,164,98,2,0.0,3.3,4.3,0.2,11658,20/04/2016,2,152,305
3977333714,21/04/2016,6093,4.1,4.1,0.0,0.0,0.0,4.1,0.0,0,0,242,712,1397,1397,712,242,0,0,0.0,4.1,0.0,0.0,6093,21/04/2016,1,332,512
3977333714,22/04/2016,8911,6.0,6.0,0.0,2.3,0.6,3.1,0.0,33,12,188,731,1481,1481,731,188,12,33,0.0,3.1,0.6,2.3,8911,22/04/2016,1,355,476
3977333714,23/04/2016,12058,8.1,8.1,0.0,0.0,4.2,3.8,0.0,0,92,252,724,1638,1638,724,252,92,0,0.0,3.8,4.2,0.0,12058,23/04/2016,1,235,372
3977333714,24/04/2016,14112,10.0,10.0,0.0,3.3,4.6,2.2,0.0,30,95,129,660,1655,1655,660,129,95,30,0.0,2.2,4.6,3.3,14112,24/04/2016,1,310,526
3977333714,25/04/2016,11177,8.5,8.5,0.0,5.6,0.4,2.4,0.0,50,9,133,781,1570,1570,781,133,9,50,0.0,2.4,0.4,5.6,11177,25/04/2016,1,262,467
3977333714,26/04/2016,11388,7.6,7.6,0.0,0.4,4.2,3.0,0.0,7,95,170,797,1551,1551,797,170,95,7,0.0,3.0,4.2,0.4,11388,26/04/2016,1,250,371
3977333714,27/04/2016,7193,5.0,5.0,0.0,0.0,0.4,4.6,0.0,0,10,176,714,1377,1377,714,176,10,0,0.0,4.6,0.4,0.0,7193,27/04/2016,1,349,540
3977333714,28/04/2016,7114,4.9,4.9,0.0,1.4,0.3,3.2,0.0,15,8,190,804,1407,1407,804,190,8,15,0.0,3.2,0.3,1.4,7114,28/04/2016,1,261,423
3977333714,29/04/2016,10645,7.8,7.8,0.0,3.7,1.3,2.7,0.0,36,32,150,744,1545,1545,744,150,32,36,0.0,2.7,1.3,3.7,10645,29/04/2016,1,333,478
3977333714,30/04/2016,13238,9.2,9.2,0.0,3.7,2.1,3.4,0.0,43,52,194,687,1650,1650,687,194,52,43,0.0,3.4,2.1,3.7,13238,30/04/2016,1,237,382
3977333714,05/05/2016,12312,8.6,8.6,0.0,1.8,4.1,2.7,0.0,14,88,178,680,1618,1618,680,178,88,14,0.0,2.7,4.1,1.8,12312,05/05/2016,1,318,480
4020332650,16/04/2016,1982,1.4,1.4,0.0,0.4,0.4,0.6,0.0,65,21,55,1222,3051,3051,1222,55,21,65,0.0,0.6,0.4,0.4,1982,16/04/2016,1,77,77
4020332650,05/05/2016,11728,8.4,8.4,0.0,2.6,1.7,4.0,0.07,38,42,196,916,3429,3429,916,196,42,38,0.07,4.0,1.7,2.6,11728,05/05/2016,1,226,248
4319703577,14/04/2016,10210,6.9,6.9,0.0,0.1,0.3,6.4,0.0,1,9,339,589,2302,2302,589,339,9,1,0.0,6.4,0.3,0.1,10210,14/04/2016,1,535,557
4319703577,15/04/2016,5664,3.8,3.8,0.0,0.0,0.0,3.8,0.0,0,0,228,752,1985,1985,752,228,0,0,0.0,3.8,0.0,0.0,5664,15/04/2016,1,465,491
4319703577,16/04/2016,4744,3.2,3.2,0.0,0.0,0.0,3.2,0.0,0,0,194,724,1884,1884,724,194,0,0,0.0,3.2,0.0,0.0,4744,16/04/2016,1,506,522
4319703577,18/04/2016,2276,1.5,1.5,0.0,0.1,0.3,1.1,0.0,1,9,58,824,1632,1632,824,58,9,1,0.0,1.1,0.3,0.1,2276,18/04/2016,1,515,551
4319703577,19/04/2016,8925,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0,0,311,604,2200,2200,604,311,0,0,0.0,6.0,0.0,0.0,8925,19/04/2016,2,461,498
4319703577,20/04/2016,8954,6.0,6.0,0.0,0.0,0.7,5.3,0.0,0,18,306,671,2220,2220,671,306,18,0,0.0,5.3,0.7,0.0,8954,20/04/2016,1,523,543
4319703577,21/04/2016,3702,2.5,2.5,0.0,0.0,0.0,0.3,0.0,0,0,34,1265,1792,1792,1265,34,0,0,0.0,0.3,0.0,0.0,3702,21/04/2016,1,59,65
4319703577,22/04/2016,4500,3.0,3.0,0.0,0.1,0.8,2.2,0.0,1,19,176,709,1886,1886,709,176,19,1,0.0,2.2,0.8,0.1,4500,22/04/2016,1,533,550
4319703577,23/04/2016,4935,3.3,3.3,0.0,0.0,0.0,3.3,0.0,0,0,233,546,1945,1945,546,233,0,0,0.0,3.3,0.0,0.0,4935,23/04/2016,1,692,722
4319703577,24/04/2016,4081,2.7,2.7,0.0,0.1,0.2,2.5,0.0,1,5,191,692,1880,1880,692,191,5,1,0.0,2.5,0.2,0.1,4081,24/04/2016,1,467,501
4319703577,25/04/2016,9259,6.2,6.2,0.0,0.0,0.3,5.9,0.0,0,8,390,544,2314,2314,544,390,8,0,0.0,5.9,0.3,0.0,9259,25/04/2016,1,488,506
4319703577,26/04/2016,9899,6.6,6.6,0.0,0.6,0.9,5.2,0.0,8,21,288,649,2236,2236,649,288,21,8,0.0,5.2,0.9,0.6,9899,26/04/2016,1,505,516
4319703577,27/04/2016,10780,7.2,7.2,0.0,0.4,1.9,4.9,0.0,6,47,300,680,2324,2324,680,300,47,6,0.0,4.9,1.9,0.4,10780,27/04/2016,1,286,307
4319703577,28/04/2016,10817,7.3,7.3,0.0,1.0,0.3,5.9,0.0,13,8,359,552,2367,2367,552,359,8,13,0.0,5.9,0.3,1.0,10817,28/04/2016,1,497,522
4319703577,29/04/2016,7990,5.4,5.4,0.0,0.4,0.8,4.1,0.0,6,18,289,624,2175,2175,624,289,18,6,0.0,4.1,0.8,0.4,7990,29/04/2016,1,523,546
4319703577,30/04/2016,8221,5.5,5.5,0.0,0.4,1.6,3.5,0.0,6,38,196,695,2092,2092,695,196,38,6,0.0,3.5,1.6,0.4,8221,30/04/2016,1,490,516
4388161847,15/04/2016,8758,6.7,6.7,0.0,0.0,0.0,6.7,0.0,0,0,299,837,3066,3066,837,299,0,0,0.0,6.7,0.0,0.0,8758,15/04/2016,1,499,526
4388161847,16/04/2016,6580,5.1,5.1,0.0,0.2,0.4,4.4,0.0,6,9,253,609,3073,3073,609,253,9,6,0.0,4.4,0.4,0.2,6580,16/04/2016,2,426,448
4388161847,17/04/2016,4660,3.6,3.6,0.0,0.0,0.0,3.6,0.0,0,0,201,721,2572,2572,721,201,0,0,0.0,3.6,0.0,0.0,4660,17/04/2016,2,619,641
4388161847,18/04/2016,11009,9.1,9.1,0.0,3.6,0.4,5.1,0.0,27,8,239,1017,3274,3274,1017,239,8,27,0.0,5.1,0.4,3.6,11009,18/04/2016,1,99,104
4388161847,19/04/2016,10181,7.8,7.8,0.0,1.4,0.7,5.8,0.0,20,16,249,704,3015,3015,704,249,16,20,0.0,5.8,0.7,1.4,10181,19/04/2016,1,329,338
4388161847,20/04/2016,10553,8.1,8.1,0.0,1.1,1.7,5.3,0.0,19,42,228,696,3083,3083,696,228,42,19,0.0,5.3,1.7,1.1,10553,20/04/2016,1,421,451
4388161847,21/04/2016,10055,7.7,7.7,0.0,0.4,0.4,7.0,0.0,7,12,272,853,3069,3069,853,272,12,7,0.0,7.0,0.4,0.4,10055,21/04/2016,1,442,458
4388161847,22/04/2016,12139,9.3,9.3,0.0,3.3,1.1,4.9,0.0,77,25,220,945,3544,3544,945,220,25,77,0.0,4.9,1.1,3.3,12139,22/04/2016,1,82,85
4388161847,23/04/2016,13236,10.2,10.2,0.0,4.5,0.3,5.3,0.0,58,5,215,749,3306,3306,749,215,5,58,0.0,5.3,0.3,4.5,13236,23/04/2016,1,478,501
4388161847,24/04/2016,10243,7.9,7.9,0.0,1.1,0.5,6.3,0.0,14,8,239,584,2885,2885,584,239,8,14,0.0,6.3,0.5,1.1,10243,24/04/2016,3,552,595
4388161847,26/04/2016,9461,7.3,7.3,0.0,0.9,1.1,5.3,0.0,14,23,224,673,2929,2929,673,224,23,14,0.0,5.3,1.1,0.9,9461,26/04/2016,1,319,346
4388161847,27/04/2016,11193,8.6,8.6,0.0,0.7,2.5,5.4,0.0,11,48,241,684,3074,3074,684,241,48,11,0.0,5.4,2.5,0.7,11193,27/04/2016,1,439,500
4388161847,28/04/2016,10074,7.8,7.8,0.0,1.3,0.4,6.0,0.0,19,9,234,878,2969,2969,878,234,9,19,0.0,6.0,0.4,1.3,10074,28/04/2016,1,428,458
4388161847,30/04/2016,12533,9.6,9.6,0.0,0.7,2.0,6.9,0.0,14,43,300,537,3283,3283,537,300,43,14,0.0,6.9,2.0,0.7,12533,30/04/2016,2,409,430
4388161847,05/05/2016,9603,7.4,7.4,0.0,0.6,1.7,5.1,0.0,12,39,199,896,2899,2899,896,199,39,12,0.0,5.1,1.7,0.6,9603,05/05/2016,1,471,495
4445114986,13/04/2016,2961,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0,0,194,840,2095,2095,840,194,0,0,0.0,2.0,0.0,0.0,2961,13/04/2016,2,370,406
4445114986,14/04/2016,3974,2.7,2.7,0.0,0.0,0.0,2.7,0.0,0,0,231,717,2194,2194,717,231,0,0,0.0,2.7,0.0,0.0,3974,14/04/2016,1,441,492
4445114986,15/04/2016,7198,4.8,4.8,0.0,0.0,0.0,4.8,0.0,0,0,350,711,2496,2496,711,350,0,0,0.0,4.8,0.0,0.0,7198,15/04/2016,2,337,379
4445114986,16/04/2016,3945,2.7,2.7,0.0,0.0,0.0,2.7,0.0,0,0,225,716,2180,2180,716,225,0,0,0.0,2.7,0.0,0.0,3945,16/04/2016,1,462,499
4445114986,17/04/2016,2268,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0,0,114,1219,1933,1933,1219,114,0,0,0.0,1.5,0.0,0.0,2268,17/04/2016,1,98,107
4445114986,19/04/2016,2064,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0,0,121,895,1954,1954,895,121,0,0,0.0,1.4,0.0,0.0,2064,19/04/2016,2,388,424
4445114986,20/04/2016,2072,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0,0,137,841,1974,1974,841,137,0,0,0.0,1.4,0.0,0.0,2072,20/04/2016,1,439,462
4445114986,21/04/2016,3809,2.6,2.6,0.0,0.0,0.0,2.5,0.0,0,0,215,756,2150,2150,756,215,0,0,0.0,2.5,0.0,0.0,3809,21/04/2016,1,436,469
4445114986,22/04/2016,6831,4.6,4.6,0.0,0.0,0.0,4.6,0.0,0,0,317,706,2432,2432,706,317,0,0,0.0,4.6,0.0,0.0,6831,22/04/2016,1,388,417
4445114986,25/04/2016,3385,2.3,2.3,0.0,0.0,0.0,2.3,0.0,0,0,179,916,2070,2070,916,179,0,0,0.0,2.3,0.0,0.0,3385,25/04/2016,1,328,345
4445114986,26/04/2016,6326,4.4,4.4,0.0,2.4,0.0,2.0,0.0,29,1,180,839,2291,2291,839,180,1,29,0.0,2.0,0.0,2.4,6326,26/04/2016,2,353,391
4445114986,27/04/2016,7243,5.0,5.0,0.0,2.6,0.0,2.4,0.0,32,1,194,839,2361,2361,839,194,1,32,0.0,2.4,0.0,2.6,7243,27/04/2016,1,332,374
4445114986,28/04/2016,4493,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0,236,762,2203,2203,762,236,0,0,0.0,3.0,0.0,0.0,4493,28/04/2016,1,419,442
4445114986,29/04/2016,4676,3.1,3.1,0.0,0.0,0.0,3.1,0.0,0,0,226,1106,2196,2196,1106,226,0,0,0.0,3.1,0.0,0.0,4676,29/04/2016,1,106,108
4445114986,30/04/2016,6222,4.2,4.2,0.0,0.0,0.0,4.2,0.0,0,0,290,797,2363,2363,797,290,0,0,0.0,4.2,0.0,0.0,6222,30/04/2016,1,322,353
4445114986,05/05/2016,3800,2.5,2.5,0.0,0.1,0.2,2.2,0.0,2,6,185,734,2120,2120,734,185,6,2,0.0,2.2,0.2,0.1,3800,05/05/2016,2,462,513
4558609924,21/04/2016,13743,9.1,9.1,0.0,0.4,1.0,7.7,0.0,6,21,432,844,2486,2486,844,432,21,6,0.0,7.7,1.0,0.4,13743,21/04/2016,1,126,137
4558609924,26/04/2016,9148,6.1,6.1,0.0,0.4,2.0,3.6,0.0,12,41,283,1062,2223,2223,1062,283,41,12,0.0,3.6,2.0,0.4,9148,26/04/2016,1,103,121
4558609924,29/04/2016,7833,5.2,5.2,0.0,1.0,1.9,2.3,0.0,15,29,197,1096,1918,1918,1096,197,29,15,0.0,2.3,1.9,1.0,7833,29/04/2016,1,171,179
4702921684,13/04/2016,6877,5.6,5.6,0.0,0.0,0.0,5.6,0.0,0,0,258,777,2898,2898,777,258,0,0,0.0,5.6,0.0,0.0,6877,13/04/2016,2,400,430
4702921684,14/04/2016,7860,6.4,6.4,0.0,0.0,0.0,6.4,0.0,0,0,271,772,2984,2984,772,271,0,0,0.0,6.4,0.0,0.0,7860,14/04/2016,1,384,415
4702921684,15/04/2016,6506,5.3,5.3,0.0,0.1,0.4,4.8,0.0,1,8,256,944,2896,2896,944,256,8,1,0.0,4.8,0.4,0.1,6506,15/04/2016,1,253,257
